,sum,sum,median,median,std,std,KS p-value
nb_mean_closeness,28088076.41387005,26230639.717782255,169866.5905039618,194777.2650781011,209859.2424916729,249640.07746250593,1.9306705195589994e-07
nb_mean_closeness_1,28088076.41387005,26230639.717782255,169866.5905039618,194777.26507810107,209859.24249167292,249640.07746250596,1.9306705195589994e-07
nb_mean_closeness_2,10743515.176528838,9675116.63206037,73537.22290764947,67222.3797584785,87718.80563023781,97830.37700164251,1.8300097918877326e-06
nb_mean_closeness_3,2744764.8578907903,4244234.092579455,16988.2090647415,18504.63145018867,20407.650975478544,56663.772049042374,1.3253476040031681e-09
nb_mean_closeness_4,1759753.363840118,2166858.4821204436,13118.195529625018,13295.805795344617,7351.617099951556,24234.91270752423,7.122951685125647e-11
nb_mean_constraint,20.304049642663077,20.74659519912948,0.1435371283513402,0.1150334046839965,0.10913594934392122,0.15158142716369521,2.214102915420692e-09
nb_mean_constraint_1,20.30404964266307,20.746595199129477,0.1435371283513401,0.1150334046839964,0.10913594934392126,0.15158142716369524,2.214102915420692e-09
nb_mean_constraint_2,34.566027255088386,31.233866771255393,0.254583336105271,0.2526591649277533,0.09091405253147633,0.0995930723722974,3.5925971737541155e-07
nb_mean_constraint_3,59.01887198002587,46.52645574414756,0.4841407805558118,0.4280330596971903,0.06800453248354718,0.10390416197619998,4.362706100580373e-06
nb_mean_constraint_4,68.65357629349721,57.21073788124971,0.5572503117559371,0.545882404561056,0.035359290788831356,0.09282451889816806,7.221516362499586e-06
nb_mean_coreness,2536.6652413485567,2145.6869064927932,19.625,21.20075757575757,5.922650782392425,9.570149558332556,2.7741341003163983e-11
nb_mean_coreness_1,2536.6652413485567,2145.6869064927932,19.625,21.20075757575757,5.922650782392425,9.570149558332556,2.7741341003163983e-11
nb_mean_coreness_2,1804.4725531131382,1615.6282293310917,14.562836624775583,14.837408312958436,3.5478201430694334,4.999091950095172,5.042320646203237e-07
nb_mean_coreness_3,1016.0972360735941,1084.6189374417283,7.616110471806674,8.08499095840868,1.8573560204089834,3.786474256190046,1.7559845769130146e-10
nb_mean_coreness_4,821.6496916045024,842.1183448246243,6.409567039106145,6.504197178067512,0.8674548190501993,2.4459391870423115,2.938157465141178e-13
nb_mean_degree,13115.057822768453,13041.505160874383,92.66666666666669,88.125,72.93752749681038,107.66633022953556,7.611094057162238e-09
nb_mean_degree_1,13115.057822768453,13041.505160874383,92.66666666666669,88.125,72.93752749681038,107.66633022953556,7.611094057162238e-09
nb_mean_degree_2,6168.209365753831,5664.80035102885,46.45427728613569,45.608108108108105,30.855812532789447,39.47446683996886,1.0749004505958136e-06
nb_mean_degree_3,2228.9999370511437,2858.0033853304058,15.362025316455696,16.419882443138256,9.06034854085346,24.226333007100507,1.6375928927180125e-09
nb_mean_degree_4,1617.1376188885004,1788.2736512165886,12.366492146596858,12.594570459010535,3.849462483717885,11.54465971800288,2.938157465141178e-13
nb_mean_eccentricity,737.4225953099334,646.4861964430266,5.972222222222222,6.0,0.5633736582545562,1.881760893360418,2.3096300737439346e-09
nb_mean_eccentricity_1,737.4225953099334,646.4861964430266,5.972222222222222,6.0,0.5633736582545562,1.881760893360418,2.3096300737439346e-09
nb_mean_eccentricity_2,729.9996773110444,617.9597401300772,5.902116402116402,5.845442536327609,0.3239479375449892,1.659098840514074,5.526603054252861e-09
nb_mean_eccentricity_3,695.1857295040725,587.2914059967482,5.533685859772817,5.538670900430937,0.13597271493653915,1.503908280460601,4.6126515356949864e-10
nb_mean_eccentricity_4,687.3195785317843,572.5225580697531,5.486682808716707,5.4682303518291615,0.0563920804715072,1.4222158433014191,2.4060887659417125e-07
nb_mean_harmonic_centrality,43.87714354802805,40.16363952913444,0.3492904383975583,0.3528262529501464,0.028251751080737693,0.036409601907455236,8.472257913629937e-08
nb_mean_harmonic_centrality_1,43.87714354802805,40.16363952913444,0.3492904383975583,0.3528262529501463,0.028251751080737696,0.036409601907455236,8.472257913629937e-08
nb_mean_harmonic_centrality_2,41.71918023320232,38.53620297036131,0.3329337573586729,0.3377929327102111,0.012002723214672939,0.01853300734727226,1.1498637192004158e-09
nb_mean_harmonic_centrality_3,38.86624370651793,36.657069181005205,0.3100219904346827,0.3157275221490728,0.008244437219522307,0.01445566321937076,8.860849469922203e-13
nb_mean_harmonic_centrality_4,37.3820592478772,35.1943445682864,0.2979793011016767,0.2998316401024413,0.00449418278613287,0.013103081441589396,6.955330310227433e-15
nb_mean_hub_score,21.32936832036642,21.19030820769424,0.1503767901784081,0.1821242340850885,0.11635543054096553,0.17434815633032621,4.976898337150852e-09
nb_mean_hub_score_1,21.329368320366417,21.190308207694237,0.1503767901784081,0.1821242340850885,0.11635543054096556,0.17434815633032621,4.976898337150852e-09
nb_mean_hub_score_2,11.42639122823045,10.750935135862159,0.0882759981922745,0.0990404859615311,0.04185871217578955,0.06700083039859137,4.034467632609775e-08
nb_mean_hub_score_3,4.637844182084544,5.492028516532039,0.0330440659601978,0.0360504062864718,0.014445034838504562,0.04304414783802013,4.425175502318386e-10
nb_mean_hub_score_4,3.354392987963118,3.450141714421606,0.0256957202619982,0.0260655712420029,0.006781971931785655,0.023603928075325343,2.7195262876518487e-11
nb_mean_local_clustering_coef,19.993204160365508,37.370786214873206,0.1390779299589681,0.2380952380952381,0.08400949164013877,0.26476199322406024,4.217050206144515e-18
nb_mean_local_clustering_coef_1,19.993204160365504,37.3707862148732,0.1390779299589681,0.238095238095238,0.08400949164013877,0.26476199322406024,4.217050206144515e-18
nb_mean_local_clustering_coef_2,30.445803074186777,43.34866594276448,0.2446141311332106,0.3175145548470328,0.06787303315866856,0.2151700372583805,6.82388363157878e-25
nb_mean_local_clustering_coef_3,35.87267029048031,42.67207566058292,0.2905988283196499,0.3007621072534949,0.014487557240219431,0.19756724879337706,4.551024095995106e-26
nb_mean_local_clustering_coef_4,36.06670943109613,41.82665264611819,0.288651060625135,0.2896462591566238,0.0057136413685819265,0.19284948133127242,1.6255501629135822e-18
nb_mean_nb_max_authority_1,82.50786101785309,65.43757916749237,0.6605569908231557,0.6940697627339618,0.16691480379058565,0.3548319177233257,1.0960403142086664e-11
nb_mean_nb_max_authority_2,79.66263238358061,63.64019635300399,0.6290820766462076,0.6691573972574648,0.0838096390987899,0.2790743047616145,4.1090072564943615e-13
nb_mean_nb_max_authority_3,65.19152585903353,56.64433401003104,0.5199990605789734,0.5555906815518623,0.05423602916543342,0.2171142732850723,3.793237942189438e-12
nb_mean_nb_max_authority_4,55.15777412403245,47.412865725224364,0.4340793873564005,0.4407058774342073,0.025993641252257164,0.1710628760785718,1.4323712474062713e-10
nb_mean_nb_max_betweenness_1,254717922.93706512,165503481.2958269,1983818.4121496456,1637374.543632541,789360.8431266216,1106531.113695121,7.221516362499586e-06
nb_mean_nb_max_betweenness_2,227669058.01484758,171190545.156877,1759707.8220179635,1810089.710196276,360984.20082704426,803624.3283130965,2.6082995761753577e-06
nb_mean_nb_max_betweenness_3,182829876.08009496,155901744.97972426,1414556.856873708,1461350.560353333,259145.63945178257,662438.757679377,1.4565192179443399e-08
nb_mean_nb_max_betweenness_4,147565384.20197588,129219844.61280298,1158636.3346038635,1176176.5097237912,82465.24881608054,551190.8863471547,7.122951685125647e-11
nb_mean_nb_max_closeness_1,254717922.93706512,165503481.2958269,1983818.4121496456,1637374.543632541,789360.8431266216,1106531.113695121,7.221516362499586e-06
nb_mean_nb_max_closeness_2,227669058.01484758,171190545.156877,1759707.8220179635,1810089.710196276,360984.20082704426,803624.3283130965,2.6082995761753577e-06
nb_mean_nb_max_closeness_3,182829876.08009496,155901744.97972426,1414556.856873708,1461350.560353333,259145.63945178257,662438.757679377,1.4565192179443399e-08
nb_mean_nb_max_closeness_4,147565384.20197588,129219844.61280298,1158636.3346038635,1176176.5097237912,82465.24881608054,551190.8863471547,7.122951685125647e-11
nb_mean_nb_max_constraint_1,81.67423983194786,67.95914005683291,0.6395506589907624,0.5335714099077906,0.1579309350272625,0.210164176616023,1.7684261996424422e-06
nb_mean_nb_max_constraint_2,59.7511858535228,53.94392283860908,0.4815886201062582,0.4472377515109829,0.10107886104366877,0.09291418049611778,1.2775340265251209e-06
nb_mean_nb_max_constraint_3,39.05935747470865,41.4775202105267,0.2967713905638773,0.3278242725923808,0.053133448105054944,0.08777991537512707,1.5847402053222876e-13
nb_mean_nb_max_constraint_4,34.8220854430931,36.03408155329622,0.2755016862238351,0.2759988644429327,0.021445609328176886,0.06854131121831329,7.224741111011171e-16
nb_mean_nb_max_coreness_1,4120.009017304359,3050.9660300893265,33.68571428571428,33.68493150684932,2.67260485132739,11.37363386073272,7.221516362499586e-06
nb_mean_nb_max_coreness_2,4132.5505100912615,3094.6339302231972,33.252319109461965,32.49109653233364,1.5587347709136532,10.255510249129179,7.742434151675354e-08
nb_mean_nb_max_coreness_3,3896.8039456751903,3186.037831828943,31.28829604130809,31.88353897080951,1.1311195481853542,9.383108808375102,1.991441072815552e-12
nb_mean_nb_max_coreness_4,3624.53691157461,3035.401289111228,28.78222885148093,29.08903812824957,0.7483804388313323,8.11638783864473,2.3371421550437537e-10
nb_mean_nb_max_degree_1,78892.7107386637,56023.20734144275,638.6160714285714,599.0,202.91014355091548,334.9519217602029,7.221516362499586e-06
nb_mean_nb_max_degree_2,73044.80193093246,56893.77005723556,571.5226110892646,599.7300492610838,96.33044464907891,259.3701752027403,8.642703468200675e-10
nb_mean_nb_max_degree_3,60416.07346178189,51636.88886113868,474.7678142514012,486.51744026366384,67.72326639159917,209.7531716928912,7.474818765488577e-10
nb_mean_nb_max_degree_4,50025.309278623325,43321.82794876228,393.5132083510865,399.3923393204934,24.050868282576534,171.73593939691608,7.122951685125647e-11
nb_mean_nb_max_eccentricity_1,899.2068191232352,797.6988903438868,7.123287671232877,7.375,0.4278161810726623,2.1729652759176235,6.230869892288983e-14
nb_mean_nb_max_eccentricity_2,851.8817597393637,732.9472905848359,6.747663551401869,6.75065963060686,0.22613230486005628,1.8982855185743868,2.782502137926592e-09
nb_mean_nb_max_eccentricity_3,817.2292301682868,697.6970226890518,6.505363873586547,6.523619806488332,0.09241619119855457,1.7291208659656718,9.699542402674672e-10
nb_mean_nb_max_eccentricity_4,812.4904993406169,683.2071425233204,6.497081275258195,6.49137187230371,0.02458318434110919,1.6515060180233254,3.581695130150215e-09
nb_mean_nb_max_harmonic_centrality_1,55.56174607952122,47.815270571886295,0.4469877666976126,0.4462284580499164,0.023177450038769046,0.060730907679867004,3.343981024372933e-07
nb_mean_nb_max_harmonic_centrality_2,55.09051262133116,47.729491357705186,0.4407356687227641,0.4417932510424863,0.012256286126921642,0.05209613053692111,4.362706100580373e-06
nb_mean_nb_max_harmonic_centrality_3,52.8231679413841,47.28770619150214,0.4222803173251674,0.4277496044860441,0.00966119935986677,0.044026524769956714,1.3708393686509444e-10
nb_mean_nb_max_harmonic_centrality_4,50.91884952013238,45.92342653854266,0.4060217660292678,0.4077129728342494,0.0051606231036773345,0.0364025668615211,1.1712716731595827e-10
nb_mean_nb_max_hub_score_1,87.28774716861727,67.47250739961082,0.7070717313543058,0.6926702324454411,0.17112969787028798,0.3784997436472362,3.1642691333972105e-12
nb_mean_nb_max_hub_score_2,85.20891969720422,67.54038822675538,0.6765087711678494,0.6974566478560909,0.08892662960361279,0.30920982581356815,3.7558882023919574e-14
nb_mean_nb_max_hub_score_3,70.84083028236208,60.75561429189933,0.5639337713908752,0.5991839064239317,0.059480637760454064,0.24285350431104105,1.2811847319059604e-11
nb_mean_nb_max_hub_score_4,59.925613264227046,51.07079337228192,0.4717472230123311,0.4789496121417435,0.027032691923654737,0.19440951957666364,1.1712716731595827e-10
nb_mean_nb_max_local_clustering_coef_1,73.02844422410067,82.95704843244172,0.558364706417598,0.7063492063492064,0.17258452352357742,0.20285583785410602,2.0641867863594506e-17
nb_mean_nb_max_local_clustering_coef_2,50.36933981846787,62.00240422800332,0.3881897574156637,0.4545533811256314,0.09770786208773856,0.18056557049495955,1.6602341102491367e-18
nb_mean_nb_max_local_clustering_coef_3,33.24729715230871,46.560407709609315,0.2538896973163758,0.2892902370037952,0.048152434428649,0.22310276532638645,5.398157547544075e-18
nb_mean_nb_max_local_clustering_coef_4,29.29187227574824,39.85530728713553,0.2315690401916962,0.2354179733533772,0.015968108896262136,0.22809187916406676,6.159624654794884e-19
nb_mean_nb_max_pagerank_1,0.9191928343930575,0.6547784852329883,0.0073417879785867,0.0069678646727187,0.0023612430958536005,0.003823764194907986,4.157518614729964e-06
nb_mean_nb_max_pagerank_2,0.8513022888628691,0.6585694313059047,0.0066678528536601,0.0068717805225181,0.0011187163486834732,0.002859032308685664,1.7344111476419015e-07
nb_mean_nb_max_pagerank_3,0.6986678152169657,0.6014337455347237,0.0055043635143521,0.0056442137620318,0.0007809019482764027,0.00231279830511887,1.7925823567990592e-09
nb_mean_nb_max_pagerank_4,0.5801303018489695,0.5063859139168615,0.0045621506900622,0.0046273031260425,0.0002924546522124517,0.0018655724690678057,7.122951685125647e-11
nb_mean_nb_mean_authority_1,20.285767556198703,16.220362578004917,0.1447447684067298,0.1449241269859996,0.06192946698104013,0.0887596235355638,1.6045257170434982e-07
nb_mean_nb_mean_authority_2,30.065023174888502,23.737351512365475,0.2456165436804,0.2524543869468338,0.06542001201188664,0.11388378287875754,5.7765256825136706e-08
nb_mean_nb_mean_authority_3,33.231792798961244,27.03724488343932,0.2698126143278512,0.2834072726285779,0.026788719828700066,0.10391182390395425,6.62723566385734e-15
nb_mean_nb_mean_authority_4,29.715946420993617,24.773103423603164,0.2352948500438214,0.2381229698812755,0.008904195477332693,0.08490500185586691,1.4040372104479845e-09
nb_mean_nb_mean_betweenness_1,30277658.514416,17778768.308117375,204568.19630016052,135965.83303894082,185797.7704276661,133959.77543947427,5.139756773704306e-06
nb_mean_nb_mean_betweenness_2,58719949.68232161,37729590.538900174,419028.9896230364,385372.8986816586,240501.17143671523,249166.5267193489,4.362706100580373e-06
nb_mean_nb_mean_betweenness_3,75310918.22978431,56250674.717247285,599166.1634009216,581966.5026956908,119047.43846518853,279092.5754034621,1.7684261996424422e-06
nb_mean_nb_mean_betweenness_4,64767578.014018856,53739856.74286738,512966.2920489349,518224.1281957006,20380.29587202443,234930.47925721775,1.9733388473467625e-09
nb_mean_nb_mean_closeness_1,30277658.514416,17778768.308117375,204568.19630016052,135965.83303894082,185797.7704276661,133959.77543947427,5.139756773704306e-06
nb_mean_nb_mean_closeness_2,58719949.68232161,37729590.538900174,419028.9896230364,385372.8986816586,240501.17143671523,249166.5267193489,4.362706100580373e-06
nb_mean_nb_mean_closeness_3,75310918.22978431,56250674.717247285,599166.1634009216,581966.5026956908,119047.43846518853,279092.5754034621,1.7684261996424422e-06
nb_mean_nb_mean_closeness_4,64767578.014018856,53739856.74286738,512966.2920489349,518224.1281957006,20380.29587202443,234930.47925721775,1.9733388473467625e-09
nb_mean_nb_mean_constraint_1,18.67864401483267,24.609395316445966,0.1403184200854581,0.1748580883105959,0.04865171471712238,0.12272180558455618,5.339665445863159e-16
nb_mean_nb_mean_constraint_2,15.231737439834035,20.81301093802227,0.1175164962920194,0.1187450188751524,0.03227295439293698,0.11277921609062709,3.092502566844093e-15
nb_mean_nb_mean_constraint_3,13.026104269526659,17.97572688540997,0.1025295346313171,0.1014695702776243,0.009924303737435684,0.11174120813033679,8.612058634283707e-14
nb_mean_nb_mean_constraint_4,13.540400902446317,17.449052727036143,0.1087537669943632,0.1072871311563248,0.002912018879331525,0.10888066060531587,1.1640447944174739e-11
nb_mean_nb_mean_coreness_1,2534.5841470607747,1941.5198285323995,20.5387494554523,18.8856110120816,3.1339890373398003,6.976588332494414,1.5777826651435423e-07
nb_mean_nb_mean_coreness_2,2898.3228854010786,2237.5424576527003,23.75477312378041,23.780872790743125,2.2332404561581827,7.309914805290705,2.453600819839764e-07
nb_mean_nb_mean_coreness_3,2996.6131391104846,2434.080024251679,24.08620054914738,24.702185749716776,0.8776655033162101,6.997699837074978,5.398157547544075e-18
nb_mean_nb_mean_coreness_4,2851.8622053740546,2385.152721740855,22.70221756026877,22.88723782592012,0.39790261624153017,6.08362372009025,7.24330826453461e-10
nb_mean_nb_mean_degree_1,13711.504104906782,9316.997471721033,97.47818601718758,78.48924731182795,55.583707166290935,58.22542341899473,5.139756773704306e-06
nb_mean_nb_mean_degree_2,23044.61411256245,16367.426820225337,171.1918428158795,164.90647471755435,69.65193754451192,90.90889248733393,4.362706100580373e-06
nb_mean_nb_mean_degree_3,27982.737837158944,21521.4493234162,225.0529932902193,228.1235723375705,32.69212617799999,94.72008922505316,1.5541723402064208e-07
nb_mean_nb_mean_degree_4,24675.20114198999,20393.76961125688,195.610590848431,197.80274269158497,7.206387655335703,79.75501008883153,1.0895924103675568e-09
nb_mean_nb_mean_eccentricity_1,747.2480112711335,635.5696021704733,5.98297096828064,5.931876224072712,0.23046828773045944,1.7586612126679204,2.0153833935551004e-10
nb_mean_nb_mean_eccentricity_2,740.377295438453,618.8371365614508,5.913466652058697,5.875228107638906,0.10418381609056121,1.6345494163150627,6.407176827032119e-08
nb_mean_nb_mean_eccentricity_3,741.5530373893016,614.7186486389232,5.934373651313376,5.909041368334488,0.025286993870204905,1.5822570576816577,1.7010393733476553e-07
nb_mean_nb_mean_eccentricity_4,746.7478721771549,614.3979084012257,5.977641410664077,5.96227227665034,0.02240509090411127,1.5704233621224497,7.221516362499586e-06
nb_mean_nb_mean_harmonic_centrality_1,43.93476323625979,39.48434136219202,0.3511393084197394,0.3504796432141632,0.01608330882454716,0.024290066643476865,5.139756773704306e-06
nb_mean_nb_mean_harmonic_centrality_2,45.887716127769565,40.91854339326314,0.3680795593014734,0.3695008855323453,0.013683065075332793,0.02800765409287195,4.362706100580373e-06
nb_mean_nb_mean_harmonic_centrality_3,46.54549019848407,41.78497991112839,0.3730758164921874,0.3754259511043732,0.005594227011893612,0.026412955658697237,1.0252546433134531e-13
nb_mean_nb_mean_harmonic_centrality_4,45.707888026221234,41.39767893566621,0.365093923484333,0.3661995493901551,0.002131765923264796,0.02215107620303013,2.731548594179753e-10
nb_mean_nb_mean_hub_score_1,21.220022136900884,15.969075618438131,0.1503729651261809,0.1466130588097609,0.06887559431063282,0.10121381161335002,1.213486844890035e-06
nb_mean_nb_mean_hub_score_2,32.15587876702828,24.881200723683587,0.2570329517179906,0.2654641027758171,0.07316054800673778,0.13217046804151011,1.7083755991360546e-08
nb_mean_nb_mean_hub_score_3,36.12864091957555,28.809592529104158,0.2943862685089505,0.3071658449902071,0.030917994586868353,0.12207329900338668,2.2798436854229043e-13
nb_mean_nb_mean_hub_score_4,32.261575824914004,26.4884937647256,0.2555212951023733,0.2586917500129836,0.009653329658145698,0.10114731876624386,7.24330826453461e-10
nb_mean_nb_mean_local_clustering_coef_1,20.1263740433801,40.14949198434506,0.152814450840193,0.2449349865678052,0.06454102984034417,0.24359443690242033,1.3932374710759295e-34
nb_mean_nb_mean_local_clustering_coef_2,16.61654868332113,33.10964058237072,0.1262075677793539,0.1664743431009804,0.03818402122029331,0.2520091699875753,5.118652200318363e-28
nb_mean_nb_mean_local_clustering_coef_3,14.702889655324677,27.74305840145585,0.1159304300806175,0.1215619903020678,0.012098003046799519,0.2540919192284332,2.707816209096285e-31
nb_mean_nb_mean_local_clustering_coef_4,14.472971810924609,25.753831847649213,0.1156793342914197,0.1166621144185017,0.0012300989056223425,0.25390515113660034,1.3145567941932243e-29
nb_mean_nb_mean_pagerank_1,0.1574053771311783,0.1103224080269968,0.0011322121015176,0.0008819900672405,0.0006168178484351578,0.0005717721872058032,5.139756773704306e-06
nb_mean_nb_mean_pagerank_2,0.2657744900612709,0.1889141807364766,0.0019833556006304,0.0018338619166883,0.0008007120257598761,0.000924613955124309,4.362706100580373e-06
nb_mean_nb_mean_pagerank_3,0.3228139559590968,0.2525893773232793,0.0025977261439532,0.0026409227747928,0.0003715533687380121,0.0009843641484371028,1.0524300359745967e-07
nb_mean_nb_mean_pagerank_4,0.2866603960718085,0.2415142212131475,0.0022723510042835,0.0022951674713761,7.82820360338861e-05,0.0008103947662641589,2.096237137365614e-09
nb_mean_nb_min_authority_1,3.21511543065649,2.751908175572777,0.0143144429399847,0.018825337854219,0.03094996792745115,0.022070959442638906,5.139756773704306e-06
nb_mean_nb_min_authority_2,10.37419974415282,7.64322842906079,0.0707984186730943,0.062694239788178,0.04714105778245052,0.04495540364750717,4.362706100580373e-06
nb_mean_nb_min_authority_3,17.13602640442997,13.039654216099812,0.14111104946994,0.1427558863774865,0.02206295824495503,0.05691368732873366,7.134614706413167e-15
nb_mean_nb_min_authority_4,16.34997098578035,13.328831055230214,0.1302657911699528,0.1314267826255168,0.006854489563472306,0.044259117516222836,1.1324213569155225e-09
nb_mean_nb_min_betweenness_1,3920610.48737894,922245.9152631523,5632.616356900986,436.7195554516027,109183.16501058443,25163.715712759553,7.221516362499586e-06
nb_mean_nb_min_betweenness_2,20728976.260585263,10837586.185674118,118552.05897985624,68666.4939163578,162744.10445016332,124517.4570334906,4.362706100580373e-06
nb_mean_nb_min_betweenness_3,39369927.51973267,27100195.8681065,326105.7929436099,310764.05346999125,80756.48034982715,165802.04365510066,3.9504493506746943e-07
nb_mean_nb_min_betweenness_4,35265252.25341168,28642816.73180251,280776.3564082587,283537.90210289165,17567.972135231965,132938.80810763553,7.068846513205079e-10
nb_mean_nb_min_closeness_1,3920610.48737894,922245.9152631523,5632.616356900986,436.7195554516027,109183.16501058443,25163.715712759553,7.221516362499586e-06
nb_mean_nb_min_closeness_2,20728976.260585263,10837586.185674118,118552.05897985624,68666.4939163578,162744.10445016332,124517.4570334906,4.362706100580373e-06
nb_mean_nb_min_closeness_3,39369927.51973267,27100195.8681065,326105.7929436099,310764.05346999125,80756.48034982715,165802.04365510066,3.9504493506746943e-07
nb_mean_nb_min_closeness_4,35265252.25341168,28642816.73180251,280776.3564082587,283537.90210289165,17567.972135231965,132938.80810763553,7.068846513205079e-10
nb_mean_nb_min_constraint_1,1.9395638842267626,10.689336452609053,0.0119074042409648,0.0123360782201902,0.014183384110748896,0.14037299041448412,1.252856114521041e-16
nb_mean_nb_min_constraint_2,2.335856297463359,10.903622853984828,0.0157590652244775,0.0261845276372505,0.01954358339463049,0.13618562957023353,6.071527128381585e-26
nb_mean_nb_min_constraint_3,3.4628906523384595,9.760746916453575,0.0273465241588598,0.0266161278008926,0.005821561091223512,0.133164011020283,2.5471446767455195e-13
nb_mean_nb_min_constraint_4,4.883620586757843,10.107840232814858,0.0399716117810821,0.0381068419388074,0.004194933781083177,0.12829450062519906,3.94288810296118e-11
nb_mean_nb_min_coreness_1,714.2422707834065,660.4993415619742,5.75,5.0,2.7688236279218255,3.2667568788584087,5.183477844391134e-08
nb_mean_nb_min_coreness_2,1315.8926437018217,1025.7735085573977,10.224489795918368,10.474666666666666,2.936957789249828,3.263637687461701,2.6082995761753577e-06
nb_mean_nb_min_coreness_3,1884.8891321240683,1470.7576650931267,15.645773732119636,15.266386260077113,1.601149743795038,4.361323193468028,9.194958129335463e-12
nb_mean_nb_min_coreness_4,1926.1944379912845,1595.3349866621284,15.437699680511182,15.497854997854995,0.556502305202643,3.7177022065526524,7.945479215279174e-09
nb_mean_nb_min_degree_1,2196.032877846826,1255.5712469167897,9.181818181818182,5.8,32.58940184070289,13.839671726569108,7.221516362499586e-06
nb_mean_nb_min_degree_2,8373.388021667142,5182.373755364404,51.308964316797216,41.645390070921984,49.119512197870314,41.49823261876434,4.362706100580373e-06
